DATE,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24
9/5/2014,291.656,305.702,319.771,273.88,189.876,164.805,135.69,99.166,56.867,12.354,3.629,17.824,25.456,35.557,55.759,69.38,84.043,116.334,121.51,190.288,222.447,265.461,274.005,312.284
12/4/2014,632.338,593.451,565.189,616.118,589.502,472.165,493.328,378.775,327.263,185.736,94.883,61.103,35.959,20.461,18.159,6.71,-0.312,4.84,38.734,52.97,74.125,130.113,226.338,312.465
9/4/2014,147.54,165.359,173.486,135.175,129.979,115.792,91.808,90.666,86.122,82.77,77.654,58.963,47.951,51.855,59.879,72.839,54.895,49.092,55.922,92.085,146.95,240.134,289.006,312.649
6/26/2015,14.677,0.903,-0.703,14.962,26.723,31.801,29.063,23.496,8.622,8.559,0.257,1.189,7.793,17.912,22.87,20.856,24.625,42.487,62.117,81.896,124.359,164.581,224.657,314.146
1/8/2014,475.294,470.193,414.324,338.125,315.499,284.277,279.342,242.428,185.888,163.093,141.022,96.593,79.492,63.623,46.077,47.445,71.45,119.948,184.352,253.3,287.401,272.091,311.068,314.589
9/12/2016,75.126,71.037,50.342,42.149,32.079,24.167,27.242,40.986,43.678,32.996,38.773,36.72,17.066,3.701,2.873,2.389,2.323,12.149,26.574,75.968,155.042,196.805,263.459,315.569
5/1/2014,316.612,299.614,232.19,256.428,232.419,255.992,185.487,183.275,202.134,162.281,219.214,195.816,236.099,295.089,387.621,428.482,431.682,369.778,416.489,338.952,305.875,346.234,345.23,316.512
3/29/2014,151.466,108.323,100.836,104.689,152.533,185.886,185.76,273.413,362.348,326.544,276.902,232.032,294.465,367.561,476.657,545.708,597.881,589.562,573.341,526.322,569.478,500.442,390.284,317.009
9/8/2015,200.794,196.145,178.019,144.611,127.107,110.285,80.506,71.243,41.277,8.134,0.844,7.005,14.576,26.611,51.851,78.64,97.643,93.712,79.847,132.824,225.01,305.125,315.979,317.077
9/17/2013,277.268,236.718,180.575,170.421,171.16,158.937,139.26,133.929,102.235,51.799,20.359,8.783,8.218,19.657,25.127,29.997,13.438,12.573,21.785,76.077,158.95,225.854,260.919,317.219
5/7/2016,128.099,100.517,68.463,86.786,70.012,43.262,32.283,18.41,21.431,9.235,-1.252,0.71,0.963,6.554,18.36,21.633,13.301,16.879,27.649,79.546,166.784,235.606,275.601,317.704
8/11/2015,428.644,383.192,347.789,326.953,313.815,278.976,211.856,182.225,191.411,220.767,176.882,229.01,229.191,262.351,293.327,343.096,370.311,379.705,385.804,311.049,231.266,266.702,321.489,318.358
5/8/2016,364.838,391.384,463.435,516.136,551.467,564.611,618.469,618.423,680.65,766.091,848.306,801.243,805.583,810.97,798.69,768.18,705.294,645.636,635.241,569.265,377.444,327.821,327.796,318.883
2/27/2015,281.545,258.443,281.953,280.397,226.418,203.829,161.426,137.817,100.299,99.736,111.103,140.395,202.199,293.729,357.927,370.468,367.327,309.115,263.185,266.587,265.804,262.079,305.944,322.595
4/19/2016,313.441,327.649,397.488,414.256,415.942,446.328,512.753,545.929,460.63,429.035,482.372,596.785,638.809,590.757,581.323,570.667,564.194,510.008,474.229,427.957,399.802,337.965,340.157,322.641
2/11/2015,-1.622,-1.142,-1.49,-1.724,-1.8,-2.034,-2.653,-2.607,-3.577,-1.269,-0.536,2.567,3.242,-0.122,-0.525,0.204,4.753,22.87,91.448,175.402,192.509,214.197,288.415,323.521
9/2/2014,473.803,502.759,542.567,571.823,519.94,460.254,434.768,397.027,276.034,242.142,189.997,171.078,119.01,138.373,208.95,256.825,444.87,505.34,530.752,556.838,406.595,363.402,322.394,324.596
6/16/2014,31.538,51.441,81.482,99.3,115.312,107.003,90.165,77.713,51.652,48.285,34.651,59.142,66.624,54.607,76.909,82.156,86.51,116.693,147.282,190.27,198.637,228.788,282.534,324.935
4/20/2016,336.194,389.108,413.173,365.089,328.857,338.921,362.163,324.586,231.397,182.469,132.784,107.304,62.488,39.398,32.664,25.119,24.498,21.938,30.037,49.666,122.286,221.532,282.827,325.453
2/13/2015,888.022,879.434,861.976,838.608,803.542,735.193,639.055,618.833,556.89,531.911,501.778,397.444,327.969,328.858,304.112,326.491,263.169,210.596,214.782,238.248,266.708,296.258,305.427,326.007
11/30/2013,104.448,108.714,126.803,139.545,151.266,169.444,201.8,264.143,320.544,319.951,294.074,252.11,241.673,276.085,314.34,325.564,369.55,395.155,416.87,396.244,407.543,372.544,358.096,326.656
5/30/2015,434.27,425.405,389.004,331.28,307.034,288.341,275.147,274.188,233.054,189.783,167.031,163.558,168.283,190.187,220.575,262.708,301.382,315.515,304.958,351.896,334.379,317.355,341.608,327.179
3/14/2016,869.387,817.104,832.937,796.697,740.091,735.887,746.929,791.03,809.779,796.373,772.655,714.909,665.734,625.158,656.005,706.105,750.354,759.174,743.774,762.789,704.83,621.44,342.101,327.204
4/7/2015,92.095,98.45,135.86,126.301,76.379,62.731,39.951,27.496,25.767,15.747,17.291,27.954,59.258,40.506,26.032,43.857,36.725,45.508,86.056,116.307,145.994,208.729,272.607,328.495
1/5/2016,596.152,489.271,437.624,369.529,297.122,227.473,194.396,148.355,103.342,70.246,37.461,30.28,18.902,12.763,6.544,2.8,0.275,-2.085,10.247,58.232,108.749,203.62,350.207,330.016
5/10/2014,534.315,501.486,435.267,431.05,407.38,402.214,399.821,336.411,327.01,316.714,272.511,274.281,392.192,429.206,405.152,363.93,335.02,305.635,277.83,270.993,340.448,355.002,338.776,330.349
1/15/2016,565.312,680.455,658.436,632.041,582.346,567.378,520.839,438.544,285.096,226.566,197.173,241.262,293.163,284.428,287.069,311.714,457.743,524.66,504.541,487.268,406.923,348.924,337.459,330.559
1/28/2016,176.365,244.673,278.654,312.965,409.338,478.963,534.49,541.082,480.055,420.417,414.268,337.291,312.774,264.872,264.383,292.862,284.713,401.704,486.151,502.613,526.276,482.911,375.666,330.747
12/6/2015,19.64,35.083,39.954,36.059,34.275,40.029,59.626,76.347,38.356,21.357,6.945,10.311,20.247,4.84,0.297,5.306,22.342,48.998,81.127,152.467,188.102,211.629,251.719,330.902
2/23/2015,372.136,440.613,488.879,497.512,483.458,530.883,531.627,555.278,569.929,575.031,616.419,645.13,691.099,697.615,687.801,712.014,712.769,626.69,477.761,382.764,348.793,392.537,383.057,330.917
10/23/2015,356.141,321.429,344.312,363.571,334.228,295.879,322.206,352.817,274.456,185.863,129.849,95.903,110.353,122.692,95.159,86.546,94.301,89.063,124.832,193.194,265.152,321.743,345.289,331.502
2/26/2016,882.502,920.572,895.124,853.972,871.543,838.071,827.54,813.804,831.245,872.953,879.641,854.983,832.96,829.843,807.581,775.553,761.132,684.616,625.734,578.453,524.607,582.55,478.081,334.551
12/1/2014,807.122,766.23,766.225,746.059,654.498,553.397,467.227,457.127,376.307,246.109,219.373,286.645,501.236,659.8,653.715,554.609,576.747,578.21,540.745,558.769,509.913,456.211,379.286,335.13
6/16/2015,291.027,245.403,291.09,310.817,448.285,395.632,403.013,461.987,477.087,468.935,522.705,544.138,565.362,605.629,632.761,580.549,615.786,518.723,452.726,298.175,256.806,337.671,319.391,336.457
4/16/2014,906.46,864.288,775.564,705.571,602.531,583.538,518.71,462.907,424.925,371.523,323.145,268.912,216.397,146.557,103.305,54.948,35.521,22.687,28.442,55.836,98.576,151.658,242.625,337.734
12/17/2013,131.944,170.257,238.11,294.756,342.725,396.913,410.554,390.528,311.087,271.18,255.402,244.324,137.573,139.525,157.498,143.171,70.856,65.103,92.631,127.552,210.081,292.362,332.567,337.889
6/13/2014,231.752,188.087,162.124,142.176,110.781,99.441,69.075,60.43,47.62,69.581,73.517,72.576,65.682,47.758,52.787,147.777,293.965,329.683,225.017,180.936,300.221,332.309,375.571,338.553
5/13/2015,681.21,690.941,713.527,733.635,736.546,746.181,756.661,764.243,715.274,709.654,610.26,517.216,486.48,516.018,516.323,544.509,533.113,522.527,490.599,427.851,361.044,340.766,361.299,339.148
11/15/2013,718.942,742.427,770.299,748.69,711.014,672.716,671.453,568.299,459.645,351.574,239.088,182.147,210.534,181.5,167.105,154.59,126.051,167.905,305.249,377.111,449.972,405.04,312.606,339.254
2/6/2014,365.385,302.569,210.475,136.453,148.462,168.791,202.99,216.572,199.996,171.976,152.767,167.147,156.646,116.215,106.508,90.821,115.622,153.083,119.598,132.473,156.25,210.424,304.571,339.89
2/6/2016,199.496,186.361,225.133,263.476,265.991,321.305,342.825,379.371,324.517,235.03,204.447,241.591,332.188,389.455,341.589,275.981,185.328,150.74,183.855,210.197,252.014,310.375,343.812,341.833
6/30/2015,165.847,137.424,122.013,129.447,155.732,226.01,274.516,269.613,229.202,206.508,215.829,227.833,196.353,149.97,146.491,157.798,178.849,196.553,189.573,215.201,340.628,293.797,354.062,341.922
1/3/2016,678.912,667.862,676.873,686.569,655.47,607.982,618.835,606.856,577.013,458.662,585.506,549.769,546.007,460.948,413.266,331.072,302.781,283.002,281.144,324.121,345.616,364.949,362.298,342.392
9/28/2013,131.774,115.158,105.264,118.163,109.247,94.873,74.525,75.127,79.112,60.837,46.17,49.142,48.849,58.577,66.242,49.539,56.713,59.881,74.428,120.112,181.135,226.223,250.655,344.516
4/23/2016,117.095,161.152,228.064,246.638,252.02,314.637,381.453,435.401,437.67,427.071,386.356,396.586,416.076,439.974,483.378,521.321,546.382,541.883,502.656,441.893,425.606,395.344,353.915,344.663
5/13/2016,396.09,378.463,393.447,412.049,398.72,319.017,289.259,291.055,380.911,403.817,394.454,311.238,260.494,269.304,319.592,451.386,556.172,500.439,467.337,331.736,310.06,284.103,307.839,344.83
6/6/2016,541.208,546.643,600.612,613.528,637.416,600.388,501.59,419.763,433.13,508.859,521.901,537.124,576.033,539.233,450.138,352.749,292.502,257.642,154.512,129.294,189.617,317.952,355.688,344.919
12/13/2014,526.915,509.678,489.478,496.84,496.494,471.948,424.763,400.349,360.286,329.192,354.555,338.516,346.609,344.203,326.987,316.823,324.59,325.995,372.858,366.163,355.371,342.18,318.244,347.427
3/22/2014,481.027,605.144,731.36,792.325,828.568,833.726,826.091,933.071,894.704,788.77,791.621,892.558,944.833,906.055,813.092,760.287,678.905,637.505,496.727,385.678,430.61,454.525,399.733,349.008
9/24/2015,126.784,140.565,182.507,235.171,271.909,225.547,179.92,185.439,149.429,124.267,116.194,97.065,67.746,64.786,66.668,79.102,96.544,104.813,109.599,166.159,241.685,282.034,322.628,350.287
3/25/2014,79.918,77.749,59.759,42.752,43.636,36.461,42.44,49.798,43.313,50.385,87.965,97.346,83.005,60.16,40.083,24.208,21.742,33.554,50.155,75.183,72.061,74.598,216.302,350.29
5/16/2016,598.574,592.905,604.13,653.856,740.853,781.97,775.574,721.78,686.739,722.982,773.153,721.024,620.101,567.44,522.022,482.295,398.64,342.685,289.059,221,169.776,268.394,354.995,350.504
7/28/2014,382.535,315.983,259.354,234.36,280.741,398.005,432.509,408.014,457.499,492.553,491.722,506.829,513.195,563.88,579.413,666.05,688.541,709.923,693.9,677.312,604.992,567.733,455.303,351.118
4/8/2015,333.98,393.204,354.921,416.098,401.48,395.513,429.802,483.165,529.804,559.099,615.447,529.875,583.793,649.12,626.832,684.46,802.727,750.325,725.104,677.868,499.937,438.452,408.164,351.292
10/13/2013,443.131,476.982,463.178,271.263,212.535,284.159,286.687,271.178,291.42,234.94,191.752,184.05,146.846,104.964,100.456,126.432,96.231,101.993,110.165,164.363,240.934,300.623,334.526,351.315
6/24/2014,450.436,457.01,433.37,380.606,333.925,308.314,296.738,297.207,272.062,245.536,192.951,129.932,132.048,154.172,169.22,225.239,241.237,309.493,317.865,270.589,252.715,302.811,320.68,351.397
9/6/2014,434.658,510.745,551.311,524.669,404.076,233.371,118.179,124.352,167.563,171.474,205.926,191.131,163.46,165.351,154.721,175.401,226.781,397.504,348.096,317.275,304.83,249.978,285.934,352.896
6/25/2016,193.095,163.33,105.327,71.655,46.14,24.133,17.527,18.487,6.399,-3.292,-1.055,11.035,26.626,41.253,63.535,44.765,52.089,57.677,58.838,64.872,118.164,198.294,271.933,352.946
8/21/2016,507.336,478.848,413.184,392.627,360.315,353.171,315.043,353.119,336.189,317.811,337.443,359.178,377.482,340.544,282.572,294.911,279.881,343.335,312.338,278.441,272.503,295.204,416.519,353.129
1/16/2015,782.492,764.168,809.28,827.813,835.732,859.434,796.603,760.752,691.476,636.108,664.715,770.695,831.591,866.943,875.055,879.646,848.076,825.557,765.955,745.872,613.441,547.568,448.679,354.833
12/9/2013,7.399,3.446,4.915,3.717,3.614,6.03,14.531,45.631,100.877,120.96,135.7,209.806,313.145,383.136,394.608,405.936,428.726,454.401,476.655,465.894,452.431,428.746,403.03,355.143
11/12/2014,448.413,480.664,481.826,522.484,531.639,588.263,591.142,562.63,588.436,602.938,465.21,422.058,466.128,528.864,575.487,520.064,500.462,482.123,491.844,513.247,511.917,451.183,435.509,355.257
9/12/2015,78.102,133.128,208.895,264.794,272.521,280.634,193.282,167.315,129.142,104.208,53.116,43.625,70.028,95.557,149.682,215.689,247.558,217.234,230.121,252.026,282.354,272.358,295.783,355.877
8/9/2016,156.336,202.524,252.177,281.677,260.937,256.8,251.085,258.369,219.486,220.32,283.768,305.102,276.361,302.98,352.173,381.714,356.776,331.073,304.459,317.453,352.511,368.038,382.114,357.808
3/21/2014,789.628,743.288,652.256,553.82,530.519,516.661,466.441,436.367,393.667,444.825,466.306,392.855,345.821,297.332,217.74,161.674,166.916,149.573,52.158,9.049,49.71,151.519,263.04,357.834
5/23/2014,395.67,409.339,440.694,399.439,337.276,321.412,283.996,193.832,139.806,155.82,157.929,244.4,351.58,409.643,415.385,480.444,605.886,650.13,578.209,496.323,517.44,552.061,461.044,358.311
6/8/2015,624.744,618.332,603.243,599.846,623.761,619.146,635.756,647.988,611.352,614.022,581.321,519.351,553.911,465.344,408.115,467.216,566.701,524.429,412.848,244.972,234.365,302.995,330.596,358.466
11/9/2014,448.212,389.725,351.332,361.229,385.356,309.862,223.122,194.022,150.597,130.645,134.008,123.272,165.97,145.152,103.146,65.061,31.948,46.671,117.272,200.268,263.98,295.148,345.155,360.877
5/26/2014,126.078,151.961,169.073,198.508,245.877,275.819,302.671,294.215,199.91,130.057,153.981,132.853,103.624,118.128,166.816,207.056,234.913,202.096,231.889,179.828,163.625,249.789,314.135,361.177
11/7/2014,498.234,461.391,525.653,512.562,578.207,632.018,712.611,693.095,756.01,845.594,880.181,895.372,903.762,900.866,844.392,812.284,799.724,726.341,608.735,580.906,522.97,426.997,391.702,361.731
3/21/2016,75.832,138.799,247.998,340.144,475.479,540.49,545.125,591.582,582.392,566.466,568.556,654.722,732.65,779.561,832.277,880.516,916.268,944.292,916.699,790.144,647.617,601.833,480.409,361.828
7/15/2015,122.39,72.14,87.932,128.806,119.841,127.184,150.26,190.818,237.94,246.818,282.782,175.778,237.574,299.842,333.118,393.141,428.035,406.245,366.365,372.897,409.28,475.032,404.73,363.666
12/4/2015,695.896,631.165,539.965,661.824,618.864,550.148,539.095,565.576,535.542,515.919,398.281,260.476,213.248,226.582,198.095,224.997,231.726,276.481,342.01,368.561,353.591,352.486,400.161,364.163
9/27/2015,541.236,525.873,539.543,451.32,407.063,387.69,388.446,408.77,346.654,321.021,363.436,295.445,236.969,197.813,187.761,173.382,182.194,211.661,248.663,296.131,335.206,373.971,339.795,364.385
10/23/2013,118.157,102.188,89.644,65.893,53.074,30.891,12.571,1.079,-2.59,-4.829,-3.678,-4.415,-1.971,11.258,66.611,126.865,181.21,248.272,298.53,374.527,402.061,463.585,407.384,364.454
3/2/2016,906.168,890.067,886.732,879.131,906.425,917.007,922.035,952.089,966.077,948.148,940.653,911.817,902.468,878.788,882.228,868.402,847.928,845.47,792.447,712.095,640.367,610.732,546.566,365.242
11/29/2015,30.487,38.205,47.701,52.763,58.349,55.492,49.659,52.859,49.352,35.907,26.51,25.039,34.86,45.053,67.124,97.314,151.985,202.71,223.898,257.656,263.289,340.034,333.622,366.792
3/6/2016,-1.354,3.765,4.216,10.544,21.074,24.041,17.034,13.354,5.739,14.391,18.048,45.596,41.673,31.615,37.882,26.444,22.877,46.688,62.28,108.148,146.328,222.598,278.481,367.041
7/6/2014,165.069,158.278,113.362,76.011,73.976,69.693,70.432,58.467,34.496,36.4,73.39,84.759,111.49,150.494,199.835,248.227,261.178,211.839,120.367,101.703,155.301,219.101,312.853,367.79
4/25/2016,24.568,20.206,18.934,23.273,37.344,41.975,61.452,53.247,30.362,13.928,24.701,67.373,128.327,153.087,138.046,172.759,184.745,151.359,118.851,90.798,101.506,210.933,305.687,369.605
5/10/2015,519.775,537.759,499.499,461.492,457.587,429.085,419.447,380.97,255.474,192.31,148.366,166.309,154.249,153.843,185.223,235.378,301.655,325.157,322.708,264.983,258.053,277.004,329.791,369.716
9/22/2014,693.279,746.411,755.944,676.627,684.913,622.31,628.069,663.336,693.22,610.41,571.579,577.156,587.74,649.286,677.087,650.424,623.307,614.082,572.963,560.02,539.722,535.122,445.498,370.034
2/10/2014,619.403,615.913,640.786,622.728,582.401,501.185,442.291,337.264,237.953,191.803,192.687,191.692,193.958,171.656,205.551,223.61,194.434,183.606,194.72,196.96,246.578,292.825,344.904,370.798
11/1/2015,381.556,684.921,444.385,461.11,469.222,560.455,634.884,689.375,711.544,682.653,655.855,659.54,666.604,651.818,684.322,580.765,411.205,363.592,399.459,505.387,585.67,501.122,374.333,371.01
11/3/2016,457.877,478.228,496.299,539.629,617.581,706.161,705.144,697.99,733.742,733.252,746.594,665.896,588.674,610.61,609.569,580.181,540.463,438.175,381.427,322.943,364.389,357.287,375.183,371.853
4/18/2015,160.201,131.617,102.98,93.866,83.095,84.783,79.808,59.127,46.43,37.681,85.938,211.67,300.855,352.837,373.628,387.962,400.53,408.868,362.016,344.211,340.374,379.819,413.785,371.953
3/2/2015,472.856,452.794,454.314,450.836,445.925,517.761,580.496,652.735,698.191,774.029,840.435,849.624,861.329,882.255,889.89,922.437,893.034,829.108,706.934,677.597,679.632,638.308,488.193,372.466
3/9/2016,400.782,487.554,536.307,545.982,497.126,525.874,575.886,600.579,500.839,439.081,540.405,502.518,490.757,491.048,332.802,289.37,232.725,220.581,180.253,239.139,341.109,381.048,365.747,372.518
7/17/2015,163.055,183.871,186.96,211.884,220.102,203.524,184.063,167.393,120.149,127.57,168.417,173.402,157.505,176.766,218.079,260.047,225.259,225.911,232.376,264.828,286.793,329.177,343.321,373.585
7/30/2015,239.581,294.625,311.449,257.104,220.227,212.237,221.684,173.681,146.222,128.99,76.955,110.069,214.2,274.295,290.431,289.597,330.929,363.807,351.635,271.329,289.54,376.435,409.042,373.921
2/22/2014,836.567,733.591,686.419,684.13,609.968,598.235,677.595,787.722,829.362,884.369,872.619,892.409,883.278,864.555,785.319,720.252,594.26,406.194,331.423,361.223,383.823,355.491,360.667,373.976
4/30/2014,934.945,932.384,937.347,947.28,946.386,937.65,932.584,947.473,929.512,917.917,912.429,900.152,897.022,879.255,844.285,848.871,812.008,786.026,833.427,791.821,621.175,393.693,398.53,374.347
10/25/2015,683.725,649.555,676.769,718.085,632.34,605.08,533.053,370.269,275.322,256.296,324.668,430.508,427.503,459.696,595.539,681.422,710.38,626.087,603.33,634.549,571.202,465.792,413.18,374.709
3/4/2015,522.15,553.909,577.33,521.535,532.394,497.239,484.444,419.916,455.075,450.581,374.269,331.797,256.774,161.877,181.368,128.071,159.609,182.342,233.981,320.552,313.663,290.748,297.22,375.598
7/19/2013,122.78,139.469,167.095,189.495,225.655,254.987,245.311,218.003,163.614,171.285,213.395,223.095,235.274,210.023,206.483,210.397,249.202,246.02,290.735,287.126,234.887,260.272,327.129,375.868
6/28/2014,218.875,208.758,196.382,200.452,179.519,126.166,107.518,67.379,57.875,51.569,59.641,63.366,71.62,95.993,101.66,122.295,142.785,174.608,177.391,214.461,281.722,331.561,361.711,376.304
12/15/2015,813.133,840.239,846.072,845.702,870.062,893.847,925.485,920.706,900.038,908.858,919.824,946.877,942.072,970.047,937.658,873.278,833.516,824.743,814.196,779.583,763.905,617.35,487.044,376.731
9/22/2013,263.864,308.342,300.104,298.024,271.923,213.553,212.618,240.885,268.904,291.36,311.225,363.649,373.167,362.527,376.534,359.624,366.023,323.527,277.288,296.764,348.094,378.275,381.607,377.084
1/29/2015,117.179,126.607,184.132,229.452,280.021,306.667,429.988,576.681,683.091,727.812,704.873,687.636,615.029,523.899,590.994,587.22,517.24,515.645,518.275,416.692,338.693,341.923,352.51,377.728
12/19/2013,519.28,560.079,600.897,689.151,818.112,859.717,872.438,872.685,834.065,793.269,744.268,696.745,645.518,539.078,458.773,401.497,389.828,430.325,414.438,354.186,397.546,389.185,378.594,377.804
5/22/2014,220.048,196.613,196.319,228.604,251.801,269.372,256.424,246.608,245.929,167.573,116.671,90.366,121.418,224.743,307.954,434.891,528.743,567.193,497.53,460.326,491.466,507.409,447.341,378.798
7/21/2015,178.768,160.256,149.292,142.69,113.094,95.536,88.409,88.1,93.134,75.984,58.629,85.478,87.665,111.105,161.37,332.257,325.616,270.141,198.309,240.084,301.336,318.857,384.945,378.837
8/25/2016,319.707,323.79,372.167,437.823,443.808,453.111,422.213,381.737,318.668,278.754,213.742,193.434,152.492,113.886,104.871,81.621,75.087,77.576,88.853,129.559,198.493,242.436,315.459,379.624
12/2/2015,436.88,388.772,341.933,238.652,171.892,126.055,116.44,120.433,101.141,127.294,136.908,253.702,194.075,247.524,476.461,618.419,666.471,606.262,563.7,536.822,509.429,520.957,461.583,380.11
10/20/2013,697.063,654.918,608.944,537.61,511.282,422.095,393.712,383.066,328.782,286.256,284.162,310.778,312.89,271.324,266.815,211.485,190.573,183.717,157.156,209.299,279.749,333.346,394.547,380.344
12/26/2013,336.435,340.82,324.968,288.713,299.249,379.826,431.621,461.57,518.758,522.405,551.62,583.829,579.669,593.044,608.396,580.648,483.478,352.559,364.667,473.357,557.423,529.939,494.939,381.183
8/30/2013,6.74,4.401,6.567,9.023,8.739,19.287,25.865,29.077,40.024,12.706,18.33,24.95,36.116,31.343,33.766,38.562,45.172,78.233,97.727,114.86,166.041,218.485,304.372,381.396
2/5/2014,198.715,153.54,251.062,231.817,242.294,234.805,199.983,255.871,231.674,167.396,152.055,149.492,155.435,227.939,341.146,366.479,383.191,426.345,457.513,459.688,433.644,416.175,392.94,381.444
5/8/2015,251.077,225.611,189.407,180.686,175.007,141.103,118.139,51.487,8.843,-3.213,-3.291,3.069,5.015,9.679,21.53,37.089,50.715,74.207,114.893,182.567,319.311,390.24,414.509,382.416
7/9/2016,369.808,359.928,299.942,239.283,241.892,249.715,245.881,252.36,249.556,190.49,181.68,190.947,238.675,377.085,479.351,528.54,520.303,590.082,494.513,450.4,359.086,366.681,403.475,384.035
10/16/2013,511.368,463.019,396.463,311.92,292.822,257.891,265.948,240.691,251.521,172.403,141.795,142.275,107.645,116.059,95.133,75.267,75.081,97.72,160.433,251.879,270.798,299.555,298.874,384.494
8/7/2013,269.957,253.881,244.093,188.238,163.581,170.339,181.092,223.419,229.298,220.343,204.025,187.587,199.095,192.126,206.18,199.962,210.899,239.856,292.155,285.158,290.833,372.991,425.667,384.731
10/12/2013,382.634,387.741,393.001,397.017,352.079,322.536,281.019,223.501,210.12,175.75,172.439,195.419,196.66,161.289,137.556,125.568,142.82,163.894,231.745,331.145,389.992,441.918,379.627,384.746
11/4/2015,100.093,125.158,119.842,130.154,172.125,227.095,320.285,337.978,256.398,186.746,175.268,171.08,177.492,183.024,182.012,194.867,258.742,349.307,432.963,431.701,410.403,410.693,420.031,384.878
7/1/2016,131.429,149.795,166.105,149.319,135.902,125.365,120.564,117.52,99.741,102.239,125.894,191.769,153.665,122.29,161.219,251.481,317.086,395.988,353.379,315.978,322.305,361.513,391.55,385.431
9/26/2016,223.686,303.465,364.294,432.563,452.452,507.934,469.214,472.802,403.502,383.464,385.687,367.874,352.699,352.274,414.402,461.017,415.674,424.791,414.724,394.114,399.285,417.296,403.67,386.972
4/11/2016,778.454,754.506,785.144,807.914,804.876,783.887,794.264,789.519,779.377,809.201,793.938,794.594,731.45,682.162,588.57,548.107,481.334,416.886,412.902,367.315,400.606,415.898,444.092,388.088
10/8/2015,85.177,92.896,53.503,23.487,8.71,1.51,-0.928,-2.923,-2.454,-3.285,-2.976,-2.295,13.489,29.943,33.12,34.281,34.177,31.822,26.108,48.001,77.165,141.433,243.151,389.343
12/17/2015,801.288,768.178,700.909,686.311,694.078,644.43,535.264,464.774,489.97,487.313,435.013,431.649,368.161,300.627,302.229,236.853,292.502,299.893,244.441,322.799,355.755,382.736,401.453,389.396
12/21/2015,686.328,697.422,623.011,624.573,674.362,695.092,707.918,722.202,729.029,711.046,729.199,742.423,614.627,595.463,582.2,638.211,711.464,730.078,644.523,584.397,502.381,460.045,424.938,391.11
11/21/2013,712.941,781.038,794.643,744.13,681.767,675.483,592.406,544.048,440.042,361.999,381.881,320.501,227.502,178.064,141.066,126.001,173.888,240.875,308.541,347.373,339.408,370.894,395.558,393.807
9/7/2013,47.067,80.196,102.231,119.965,119.911,131.181,131.201,127.825,130.241,83.339,22.963,3.575,0.761,4.992,20.61,47.685,66.565,79.004,96.49,129.115,236.485,314.908,329.906,394.602
10/22/2015,491.005,515.721,606.684,657.245,547.402,543.183,513.064,567.127,566.577,484.319,433.581,393.067,407.102,395.795,409.418,404.247,374.131,350.378,366.713,344.261,369.09,372.571,436.303,395.969
2/7/2014,367.446,413.848,439.588,439.261,428.034,438.49,444.018,349.748,316.863,280.796,265.048,261.739,212.46,203.243,347.399,414.271,456.719,399.812,370.057,443.823,454.891,428.128,437.507,396.486
11/27/2013,161.896,179.956,112.491,94.301,128.177,155.506,184.605,284.382,287.009,287.93,311.26,305.146,289.067,289.437,312.59,296.092,340.624,354.368,354.803,354.608,376.271,383.784,383.573,396.69
3/8/2016,418.18,381.477,351.653,370.222,423.015,437.581,399.898,402.987,345.611,312.504,334.385,381.666,421.177,403.782,411.83,331.709,201.167,100.099,67.845,129.804,210.944,311.034,334.777,397.252
8/10/2015,140.039,150.509,156.512,154.031,147.912,141.723,135.874,150.611,151.953,143.16,154.619,153.236,175.097,194.099,230.278,272.577,313.333,313.568,347.487,379.61,387.707,409.482,376.801,397.581
11/11/2013,859.873,711.666,511.549,451.026,394.884,386.38,394.848,362.451,351.347,286.742,350.868,369.745,354.943,429.494,492.174,600.305,597.441,577.368,610.242,575.906,539.472,527.852,407.091,397.699
7/1/2014,276.578,266.028,285.145,288.14,277.811,331.646,308.273,280.442,202.92,129.776,199.062,253.296,307.203,363.197,393.842,364.62,324.607,276.415,215.212,209.284,221.842,269.18,313.38,397.755
6/13/2016,793.105,771.129,718.027,599.272,603.993,526.836,451.878,417.403,417.552,420.297,338.584,283.617,191.834,209.847,293.188,310.97,346.396,414.36,429.078,371.588,289.843,320.43,332.689,398.265
1/1/2016,166.294,183.501,200.584,215.286,205.826,200.924,166.672,123.104,127.587,208.373,227.658,283.505,263.511,321.015,306.849,350.58,336.65,325.42,377.566,393.699,436.833,446.565,443.282,398.411
7/17/2016,68.576,73.394,53.655,60.287,55.14,42.531,38.947,25.311,18.222,21.229,14.116,14.583,38.238,79.358,91.523,123.308,162.693,177.815,164.367,113.542,110.53,185.522,297.295,399.011
8/25/2013,159.153,171.77,172.402,158.211,164.442,152.975,128.134,115.222,72.589,29.149,29.773,38.646,25.659,25.064,35.894,34.553,33.856,47.064,60.214,104.819,151.248,185.594,281.457,399.45
11/14/2014,467.283,435.731,423.196,402.065,430.116,425.357,454.432,463.776,434.622,470.799,456.812,472.244,540.667,544.438,532.641,481.398,407.525,401.108,423.604,394.881,422.242,379.454,367.665,399.461
